
4월 03, 2023 09:07:49.40 NEW SESSION
4월 03, 2023 09:07:49.40 INFO: Created TensorFlow Lite XNNPACK delegate for CPU.
4월 03, 2023 09:12:57.655 [992:4436:0403/091257.654:ERROR:interface_endpoint_client.cc(695)] Message 1 rejected by interface blink.mojom.WidgetHost
4월 03, 2023 09:24:03.949 [992:4436:0403/092403.949:ERROR:interface_endpoint_client.cc(695)] Message 1 rejected by interface blink.mojom.WidgetHost

4월 04, 2023 09:29:30.354 NEW SESSION
4월 04, 2023 09:29:30.355 INFO: Created TensorFlow Lite XNNPACK delegate for CPU.
4월 04, 2023 09:43:47.817 [5544:2724:0404/094347.817:ERROR:interface_endpoint_client.cc(695)] Message 5 rejected by interface blink.mojom.WidgetHost
4월 04, 2023 11:04:02.593 [libprotobuf ERROR ..\..\third_party\protobuf\src\google\protobuf\message_lite.cc:133] Can't parse message of type "safe_browsing.ClientDownloadRequest" because it is missing required fields: (cannot determine missing fields for lite message)
4월 04, 2023 11:20:55.45 [5544:2724:0404/112055.045:ERROR:interface_endpoint_client.cc(695)] Message 5 rejected by interface blink.mojom.WidgetHost

4월 05, 2023 10:09:43.450 NEW SESSION
4월 05, 2023 10:09:43.450 INFO: Created TensorFlow Lite XNNPACK delegate for CPU.
4월 05, 2023 10:10:18.850 INFO: Created TensorFlow Lite XNNPACK delegate for CPU.
4월 05, 2023 10:13:14.294 [3700:7308:0405/101314.294:ERROR:interface_endpoint_client.cc(695)] Message 1 rejected by interface blink.mojom.WidgetHost
4월 05, 2023 14:14:22.467 [3700:7308:0405/141422.467:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:22.467 [3700:7308:0405/141422.467:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:22.468 [3700:7308:0405/141422.467:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:22.468 [3700:7308:0405/141422.467:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:22.468 [3700:7308:0405/141422.467:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:22.468 [3700:7308:0405/141422.467:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:22.468 [3700:7308:0405/141422.467:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:56.506 [3700:7308:0405/141456.505:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:56.506 [3700:7308:0405/141456.505:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:56.506 [3700:7308:0405/141456.505:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:56.506 [3700:7308:0405/141456.505:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:56.506 [3700:7308:0405/141456.505:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:56.506 [3700:7308:0405/141456.506:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:56.506 [3700:7308:0405/141456.506:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:58.930 [3700:7308:0405/141458.930:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:58.930 [3700:7308:0405/141458.930:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:58.931 [3700:7308:0405/141458.930:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:58.931 [3700:7308:0405/141458.930:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:58.931 [3700:7308:0405/141458.930:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:58.931 [3700:7308:0405/141458.930:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:14:58.931 [3700:7308:0405/141458.930:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.759 [3700:7308:0405/141521.759:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.759 [3700:7308:0405/141521.759:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.760 [3700:7308:0405/141521.759:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.760 [3700:7308:0405/141521.759:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.760 [3700:7308:0405/141521.759:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.760 [3700:7308:0405/141521.759:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.760 [3700:7308:0405/141521.759:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.770 [3700:7308:0405/141521.769:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.770 [3700:7308:0405/141521.769:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.770 [3700:7308:0405/141521.769:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.770 [3700:7308:0405/141521.769:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.770 [3700:7308:0405/141521.769:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.770 [3700:7308:0405/141521.769:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.770 [3700:7308:0405/141521.769:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.852 [3700:7308:0405/141521.851:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.852 [3700:7308:0405/141521.851:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.852 [3700:7308:0405/141521.851:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.852 [3700:7308:0405/141521.851:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.852 [3700:7308:0405/141521.851:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.852 [3700:7308:0405/141521.851:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:21.852 [3700:7308:0405/141521.851:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:25.657 [3700:7308:0405/141525.656:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:25.657 [3700:7308:0405/141525.656:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
4월 05, 2023 14:15:25.657 [3700:7308:0405/141525.656:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
